C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_131.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_131.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_131.jpg, 0, 0, 0, 7.854926E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_233.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_233.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_233.jpg, 0, 0, 0, 4.576296E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_336.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_336.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_336.jpg, 0, 0, 0, 3.986855E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_440.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_440.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_440.jpg, 0, 0, 0, 5.529003E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_542.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_542.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_542.jpg, 0, 0, 0, 6.349495E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_644.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_644.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_644.jpg, 0, 0, 0, 7.214143E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_746.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_746.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_746.jpg, 0, 0, 0, 4.755966E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_848.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_848.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_848.jpg, 0, 0, 0, 3.838562E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_52_59_952.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_52_59_952.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_52_59_952.jpg, 0, 0, 0, 4.447814E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_056.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_056.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_056.jpg, 0, 0, 0, 6.394884E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_159.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_159.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_159.jpg, 0, 0, 0, 4.03834E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_261.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_261.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_261.jpg, 0, 0, 0, 4.329319E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_361.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_361.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_361.jpg, 0, 0, 0, 5.216154E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_464.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_464.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_464.jpg, 0, 0, 0, 6.494071E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_567.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_567.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_567.jpg, 0, 0, 0, 4.712258E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_669.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_669.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_669.jpg, 0, 0, 0, 8.876447E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_774.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_774.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_774.jpg, 0, 0, 0, 4.647968E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_874.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_874.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_874.jpg, 0, 0, 0, 6.355181E-05
C:\Users\pandeyp\Desktop\track\IMG\center_2019_08_20_14_53_00_975.jpg, C:\Users\pandeyp\Desktop\track\IMG\left_2019_08_20_14_53_00_975.jpg, C:\Users\pandeyp\Desktop\track\IMG\right_2019_08_20_14_53_00_975.jpg, 0, 0, 0, 6.39896E-05
